doc_id,text,p_green,u,llm_green_suggested,llm_confidence,llm_rationale,human_label_is_green,human_notes
9362913,"1. An integrated circuit, comprising: a first circuit that includes a plurality of sub-circuits, wherein at least first and second sub-circuits in the plurality of sub-circuits are functionally equivalent to a third sub-circuit in the plurality of sub-circuits; and a second circuit that receives at least three signals from the first circuit, wherein the second circuit computes a sum of the at least three signals in a first mode, wherein the second circuit produces a majority signal based on a majority vote function of the at least three signals in a second mode, wherein the first, second, and third sub-circuits produce the at least three signals and receive the same signals, and wherein the at least three signals produced by the sub-circuits are different than the signals received by the sub-circuits.",0.4967559899815126,0.9935119799630252,1,,Model response: Yes,0,
9505812,"1. An immunogenic composition comprising a nucleic acid sequence expressed by a suitable expression system, wherein said nucleic acid sequence expresses an isolated protein expressed by Plasmodium falciparum sporozoites encoded by the locus PFD0485, wherein the isolated protein has the amino acid sequence of SEQ ID No. 8 and wherein said isolated protein is expressed from a nucleotide sequence inserted into a suitable expression vector capable of protein expression in a mammal, wherein the nucleotide sequence comprises the nucleotide sequence of SEQ ID No. 7, wherein said suitable expression vector is a DNA plasmid or replicating or nonreplicating viral vector.",0.4967406158007443,0.9934812316014888,1,,Model response: Yes,0,"apparently anti malaria vaccine. Is y02, and could be argued as such. Depending on what the objective is, one could chose."
8722861,"1. A monoclonal antibody that binds specifically to an epitope present in the V3 loop of the envelope glycoprotein gp120 of the AIDS virus, which is any one selected from the following antibodies: (a) an antibody having the amino acid sequence shown in SEQ ID NO: 1 as the amino acid sequence of a H chain variable region (VH), and having the amino acid sequence shown in SEQ ID NO: 2 as the amino acid sequence of a L chain variable region (VL); and (b) an antibody having the amino acid sequence shown in SEQ ID NO: 3 as the amino acid sequence of a H chain variable region (VH), and having the amino acid sequence shown in SEQ ID NO: 4 as the amino acid sequence of a L chain variable region (VL).",0.5034413178361149,0.9931173643277702,0,,Model response: No,0,Aids is not caused by climate change (as malaria can be argued to be)
8940150,"1. A reactor for production of a fluid reaction product, comprising: a reaction chamber; a plurality of fluid connections to supply fluid reactants to the reaction chamber; a reception chamber located directly below the reaction chamber; a transfer device providing a fluid connection between the reaction chamber and the reception chamber so that the reception chamber receives a fluid reaction product produced in the reaction chamber wherein the transfer device includes an inner tube and an outer tube arranged co-axially around the inner tube so that both tubes are arranged essentially perpendicularly to a floor of the reaction chamber, the inner tube passing through the reaction chamber floor and opening into the reception chamber, there being a first gap with a gap width between the inner and outer tubes, which width is suitable to allow the fluid reaction product to rise in the gap as a result of lifting forces, and the outer tube having an upper end and a closure included at the upper end; a control unit; and a first device, arranged in the reaction chamber to be in direct contact with the supplied fluids to determine a filling level, the first device comprising at least one switching point which is operatively coupled with the control unit such that the supply of the fluid reactants into the reaction chamber is controlled and carried out sequentially.",0.5036290389148037,0.9927419221703926,1,,Model response: Yes,0,wtf
9593663,"1. A photo-ignition torch, comprising: an light source configured to generate at least one of ultraviolet, visible, and infrared light; a photo-ignitable sub-micron particle mix; and a transparent capsule proximate the light source and containing the photo-ignitable sub-micron particle mix, wherein the exposure of the photo-ignitable sub-micron particle mix to the at least one of ultraviolet, visible, and infrared light initiates a photo-ignition process causing a pressure increase in the transparent capsule and a release of burning byproducts of the photo-ignition process.",0.4963586131362813,0.9927172262725626,1,,Model response: Yes,0,
9172391,"1. A sigma-delta analog to digital converter (ADC) comprising a decimation counter and a decimation filter, wherein the decimation counter is configured to start from a value greater than 0 to provide an adjustable delay.",0.5037065192860714,0.9925869614278572,1,,Model response: Yes,0,
8897184,"1. A wireless backplane network comprising: a first antenna system partially located in a first network device cabinet including at least one first network device; a first millimeter wave antenna of the first antenna system located external to the first device cabinet and configured to communicate with the first network device, the first millimeter wave antenna configured to wirelessly transmit a data message from the first network device over a high speed wireless backplane using emitted millimeter wave electromagnetic radiation; a second antenna system partially located in a second network device cabinet including at least one second network device, wherein the first and second device cabinets are positioned spatially apart from one another; and a second millimeter wave antenna of the antenna system coupled to the second antenna system and located external to the second device cabinet, the second millimeter wave antenna configured to wirelessly receive the data message over the high speed wireless backplane using millimeter wave electromagnetic radiation emitted from the first millimeter wave antenna, wherein the received data message is handled by the second network device.",0.4962065759071431,0.9924131518142862,1,,Model response: Yes,1,optimizing data centers will be green
8609563,1. A sintered product comprising in percentages by weight based on the oxides: Cr 2%<Al 0.5%≦TiO ZrO SiO,0.5038806801044479,0.9922386397911044,0,,Model response: No,0,too little info
9582626,"1. A method for a static timing analysis of an integrated circuit design, the method comprising: on a computer device having a processor configured to simulate, with a simulator, timing of the circuit design:",0.496081993541794,0.992163987083588,1,,Model response: Yes,0,
9160628,"1. A method, comprising: receiving data, from a plurality of components arranged as a plurality of multicast trees in a network, indicating a structure of at least a portion of the network and attributes associated with the components; receiving at least one search criterion specifying a particular quantitative difference between one or more of the attributes that are associated with different ones of the components; and determining, by a computing device and based on the data including the structure of the at least a portion of the network indicated by the data, at least one of the plurality of multicast trees that meet the at least one search criterion.",0.4958148593271425,0.991629718654285,1,,Model response: Yes,0,
8797080,"1. A circuit, comprising: a first delay model circuit configured to provide a first output signal by modeling a delay of a signal through a path; a second delay model circuit configured to provide a second output signal by modeling the delay of the signal through the path; a switch circuit coupled to the first and second delay model circuits and configured to select between the first and second output signals to provide a delayed output signal; and a compare circuit coupled to the first and second delay model circuits and configured to compare a third signal from the first delay model circuit and a fourth signal from the second delay model circuit, and, in response provide an adjustment signal to adjust the delay of the second delay model circuit.",0.5041934470912353,0.9916131058175296,1,,Model response: Yes,0,
9794877,"1. A transmission method comprising: a data receiving step of receiving continuous data from a network, the continuous data including actual data and null data; a packetizing step of deleting at least a part of the null data from the continuous data to generate a packet for wireless communication; a transmitting step of modulating the packet into a radio carrier wave and wirelessly transmitting the resulting packet, wherein the transmitting step switches between a packet of fixed length with a predetermined data amount, and a packet of variable length with a variable data amount; and a control step of causing transmission of the radio carrier wave in the transmitting step to be stopped during at least a part of a time period in which no such packet is transmitted wirelessly.",0.4957863162232839,0.991572632446568,1,,Model response: Yes,1,"optimizing data transfers, seems green"
8408155,"1. A marine vessel comprising: a command module; first and second buoyant tubular foils; and first and second struts for connecting the first and second buoyant tubular foils to the command module, respectively; wherein the first and second buoyant tubular foils provide substantially all of the buoyancy required for the marine vessel; and wherein the marine vessel further comprises a plurality of spoilers mounted on the first and second buoyant tubular foils for steering the marine vessel as it moves through the water; wherein some of the spoilers are disposed on the leading ends of the first and second buoyant tubular foils and some of the spoilers are disposed on the trailing ends of the first and second tubular foils; and wherein the marine vessel further comprises a control system for coordinating the disposition of the spoilers, such that when a spoiler disposed on the leading end of a buoyant tubular foil is activated, a diametrically-opposed spoiler disposed on the trailing end of that same buoyant tubular foil is also activated.",0.4954285050911567,0.9908570101823136,1,,Model response: Yes,0,GREEN BUT IS AN ATTACK DRONE ON WATER?
9344033,"1. A variable capacitance circuit comprising: a plurality of variable capacitance elements each having a capacitance value controlled by an inter-terminal voltage applied between terminals of the variable capacitance element, and connected in parallel to each other; and a control section adapted to control the inter-terminal voltage of each of the plurality of variable capacitance elements, wherein: a variable characteristic of a combined capacitance value of the plurality of variable capacitance elements becomes variable taking a predetermined capacitance value as a base, the inter-terminal voltage of at least one of the plurality of variable capacitance elements is set to a first voltage as a variable voltage, the inter-terminal voltage of the rest of the plurality of variable capacitance elements is set to a second voltage as a stationary voltage, the second voltage takes a voltage higher than a minimum voltage value of the variable voltage and lower than a maximum voltage value of the variable voltage, the control section controls the inter-terminal voltage of each of the plurality of variable capacitance elements to be set to one of the first voltage and the second voltage, and the control section includes a switch adapted to exclusively select one of the first voltage and the second voltage.",0.495384620713073,0.990769241426146,0,,Model response: No,0,but is y02??
9560558,"1. A User Equipment (UE) comprising a processor and transceiver configured to: determine whether a broadcast paging message in a Licensed Shared Access (LSA) frequency band instructing the UE to move to a primary Long Term Evolution (LTE) frequency band from the LSA frequency band has been received from Evolved Node B (eNB) associated with the primary LTE frequency band; after a determination that the broadcast paging message has been received from the eNB, determine whether a system information broadcast has been received from the eNB, the system formation broadcast comprising primary LTE frequency band information; after a determination that the system information broadcast has been received from the eNB, extract handover parameters from the received system information broadcast for moving to the primary LTE frequency band; and stop communication on the LSA frequency band and synchronize communications with the eNB after extraction of the handover parameters.",0.495367848970868,0.990735697941736,1,,Model response: Yes,0,
9172436,"1. A wireless power transfer device comprising: a power transmitter including a power transmission resonator composed of a power transmission coil and a resonant capacitance; a power receiver including a power receiving resonator composed of a power receiving coil and a resonant capacitance; and a power-transmission auxiliary device including an auxiliary resonator composed of an auxiliary coil and a resonant capacitance, thereby transferring power from the power transmitter to the power receiver through magnetic field resonance between the power transmission coil and the power receiving coil, wherein the power-transmission auxiliary device and the power transmitter are configured to be disposed so as to face each other, forming a power receiving space for disposing the power receiving coil between the power transmission coil and the auxiliary coil, a resonant frequency ft of a power transmission-side resonant system composed of the power transmission resonator and the auxiliary resonator appears as two resonant frequencies of a lower resonant frequency ftL and a higher resonant frequency ftH by a close coupling between the power transmission resonator and the auxiliary resonator, and a resonant frequency f",0.5046601866717039,0.9906796266565924,0,,Model response: No,1,wireless charging 
9223727,"1. An input-output circuit that connects a USB connector and an internal circuit to each other, the USB connector being configured by five pins including an identification terminal used for identifying a connected accessory device, a data plus terminal and a data minus terminal that form a differential pair, a power supply terminal, and a ground terminal, the input-output circuit comprising: a power supply detecting circuit for determining whether the connected accessory device includes a charger by detecting a feeding of power from outside of the input-output circuit; an identification terminal voltage detecting circuit that detects a voltage of the identification terminal produced by a current provided by the identification terminal voltage detecting circuit being provided to an identification resistance in the connected accessory device; a control unit that controls a charging circuit for charging an electronic device connected to the input-output circuit using the power supply terminal and the ground terminal when the accessory device includes a charger and controls a switching unit in accordance with the connected accessory device based on a detection result acquired through the identification terminal voltage detecting circuit; and a video switch that is inserted into a signal line connecting a video circuit included in the internal circuit and the identification terminal, wherein the USB connector can be connected to a video cable including one video signal line and two stereo audio signal lines, the identification terminal can be connected to the video signal line, and the data plus terminal and the data minus terminal can be connected to the stereo audio signal lines, and when a first voltage representing that the video cable is connected to the USB connector is detected by the identification terminal voltage detecting circuit and then a second voltage representing that the video cable is terminated with specified impedance is detected corresponding to an external display device, the control unit turns on the video switch.",0.5047892502933139,0.9904214994133722,1,,Model response: Yes,0,
8466751,"1. A precise, low-consumption low-frequency oscillator, comprising: a low-consumption low-frequency oscillator A, operating at a frequency F a temperature-compensated quartz (TCXO) oscillator B used as a frequency standard, operating at a frequency F a digital circuit suitable for supplying a stable frequency Fcor comprising at least:",0.4951784339216742,0.9903568678433484,1,,Model response: Yes,1,low consumption = green
8760129,"1. A driver circuit for providing a modulated load current to a load, the driver circuit comprising: a controllable current source operably coupled to the load and configured to sink or source a first current in accordance with a control signal; a controllable switch responsive to an input signal, the controllable switch operably coupled to the current source and configured to take over, or not take over, the first current in accordance with the input signal, such that the first current is directed as a load current through the load when the controllable switch is driven into a blocking state, and the first current is directed through the controllable switch when the controllable switch is driven into a conducting state thus bypassing the load, wherein the controllable switch comprises a bypass transistor having a main current path coupled to the controllable current source, the bypass transistor configured to be switched on and off in accordance with the input signal; and a further transistor coupled between the controllable current source and the load, the further transistor configured to be driven with an inverted version of the input signal provided to the bypass transistor; wherein the input signal includes a first series of pulses defining a desired load current waveform in accordance with a desired modulation scheme; and wherein the controllable current source is controlled such that the first current is ramped up before a pulse of the input signal and ramped down after the pulse to achieve desired ramp-up and ramp-down times.",0.5048563595160731,0.9902872809678538,1,,Model response: Yes,1,"light control, possibly led control"
9640807,"1. An integrated fluorine gasket manufactured by injection molding for hydrogen fuel cells, wherein the integrated fluorine gasket comprises a fluorine compound and a thin bipolar plate, wherein the thin bipolar plate has a thickness of about 200 μm or less, wherein the fluorine compound is injection molded on the thin bipolar plate and first cross-linked, wherein the integrated fluorine gasket has a thickness of about 750 μm or less, wherein the fluorine compound comprising a fluoroelastomer has a fluorine content of about 60 to 75 parts by weight based on 100 parts by weight of the fluoroelastomer, wherein the fluorine compound has Mooney viscosity of about 10 to 24 in a condition of ISO 289-1(2005): ML(1+4)/125° C., and wherein the fluorine compound has a scorch time of about 1.7 to 3.0 minutes that is measured by using a moving die rheometer (MDR) based on ISO 6502:1999(E) in a condition of temperature about 185° C./oscillation amplitude 0.5°/time 10 minutes.",0.4950911310221206,0.9901822620442412,0,,Model response: No,1,"hydrogen fuel? Come on, that’s green!"
9013254,"1. A manual disconnect, comprising: a hermetically sealed housing comprising internal components for changing the state of said disconnect between connect and disconnect states, said housing comprising a cup for holding said internal components and a header covering said cup with an airtight seal, said internal components comprising a diaphragm structure in communication with at least one movable contact, said diaphragm structure arranged such that a force applied to said diaphragm structure causes it to flex and interact with said at least one moveable contact, causing said at least one moveable contact to change position; terminals electrically connected to said internal components for connection to external circuitry; and an external manual mechanism for controlling said internal components as needed to change the state of said disconnect between said connect and disconnect states.",0.495009017210027,0.990018034420054,1,,Model response: Yes,0,
9496878,"1. A phase-locked loop circuit, comprising: a phase detection unit configured to compare a phase of a feedback clock with a phase of an input clock; a clock generation unit configured to generate a first clock by adjusting a frequency of the feedback clock or the input clock based on a result of the comparison of the phase detection unit; a first division unit configured to receive the first clock from the clock generation unit, generate an output clock of the phase-locked loop circuit by dividing the first clock at a first division ratio in test mode or by dividing the first clock at a second division ratio that is lower than the first division ratio in normal mode, and output the output clock of the phase-locked loop circuit; and a second division unit configured to receive the output clock of the phase-locked loop circuit from the first division unit, and generate the feedback clock by dividing the output clock at a third division ratio, wherein the output clock of the phase-locked loop circuit is a multiplication of the frequency of the input clock and the third division ratio of the second division unit.",0.4949681455154735,0.989936291030947,1,,Model response: Yes,0,
8586583,"1. A compound which is selected from the group consisting of: N-[5-[4-(5-{[4-(1-methylethyl)-1-piperazinyl]methyl})-1,3-oxazol-2-yl)-1H-indazol-6-yl]-2-(methyloxy)-3-pyridinyl]methanesulfonamide; N-[5-[4-(5-{[(2R,6S)-2,6-dimethyl-4-morpholinyl]methyl}-1,3-oxazol-2-yl)-1H-indazol-6-yl]-2-(methyloxy)-3-pyridinyl]-2,4-difluorobenzenesulfonamide; 2,4-difluoro-N-[5-[4-(5-{[4-(1-methylethyl)-1-piperazinyl]methyl}-1,3-oxazol-2-yl)-1H-indazol-6-yl]-2-(methyloxy)-3-pyridinyl]benzenesulfonamide; 4-(5-{[(2R,6S)-2,6-dimethyl-4-morpholinyl]methyl}-1,3-oxazol-2-yl)-6-(1H-indol-4-yl)-1H-indazole; 6-(1H-indol-4-yl)-4-[5-(4-morpholinylmethyl)-1,3-oxazol-2-yl]-1H-indazole; 6-(1H-indol-4-yl)-4-[5-(1-piperazinylmethyl)-1,3-oxazol-2-yl]-1H-indazole; and a salt thereof.",0.5050587601154141,0.989882479769172,0,,Model response: No,0,but is y02??
9060370,"1. A base station which is a first base station of a plurality of base stations in a wireless communication system, the first base station comprising: a transmission unit which transmits, when a mobile station performs a handover from the first base station to a second base station, information to the second base station, wherein the information comprises first Discontinuous Reception (DRX) configuration information and time that the mobile station stays in RRC Connected state at the first base station; and a reception unit which receives, from the second base station, second DRX configuration information in response to receiving the first DRX configuration information at the second base station from the first base station.",0.5051668977260322,0.9896662045479356,1,,Model response: Yes,1,when reading the abstract it focuses on power consumption reduction
8574912,"1. A method for collecting particles of interest from each of a plurality of sample vials, comprising the steps of: (a) loading a plurality of sample vials containing particles of interest suspended in respective fluid samples into respective locations within a loading station; (b) removing an individual first sample vial from its respective location in the loading station; (c) transferring the individual first sample vial to a specimen collection apparatus; (d) collecting particles of interest from the individual first sample vial; (e) returning the individual first sample vial to its respective location in the loading station; and (f) repeating steps (b) through (e) for each remaining sample vial of the plurality to collect respective particles of interest until all of the sample vials have been processed.",0.4948041456013597,0.9896082912027194,0,,Model response: No,0,
9848282,"1. A method of communicating data in a wireless communication system including a sever communicating with a plurality of devices, the method comprising: determining, by a first device which operates as a gateway mode and which belongs to a first network, whether the first device is able to discover a second network; if the first device is unable to discover the second network, transmitting, by the first device, a discovery request message to a second device, which belongs the first network and which operates as an entity mode; in response to the discovery request message, receiving, by the first device from the second device, a discovery response message including information on a third device belonging to the second network; and transmitting, by the first device to the second device, a bridge request message to enable the second device operates as a bridge for coupling the first network and the second network, wherein a device operating as the entity mode communicates with the server via a device operating as the gateway mode.",0.4948033411741032,0.9896066823482064,1,,Model response: Yes,0,
9111021,"1. A bio-medical unit for implanting into a body, the bio-medical unit comprises: a power harvesting module operable to generate a power supply voltage from a modulated magnetic resonance imaging signal; an electromagnetic communication module powered by the power supply voltage and operable to: a processing module operable to: a function module operable to:",0.4947872479692882,0.9895744959385764,1,,Model response: Yes,0,
8957047,"1. A method of treating a mammal who suffers from cancer, comprising administering an effective amount of a composition comprising GLA, said composition comprising: (a) GLA of the formula: wherein: R R (b) a pharmaceutically acceptable carrier or excipient; wherein the composition does not comprise antigen.",0.5053132927068203,0.9893734145863592,1,,Model response: Yes,0,
9810548,"1. A method of providing barometric calibration data to a given user equipment in a mobile communications network, the method comprising: a network node receiving a respective calibration request from each one of a plurality of user equipments, the plurality of user equipments including the given user equipment, establishing at least one subset of the plurality of user equipments which includes the given user equipment based on the calibration requests, determining the barometric calibration data for the established at least one subset, and sending the barometric calibration data at least to the given user equipment.",0.5054864084506238,0.9890271830987524,1,,Model response: Yes,0,the french patent is nuclear fuel related
9347187,"1. An emitter system, comprising: a structural frame; and one or more emitter panels situated within the structural frame, wherein the metal frame is insulated with a layer of a high-density ceramic, wherein each emitter panel comprises a serpentine wire positioned between the high-density ceramic and a sheet of a micaceous material exhibiting biaxial birefringence, wherein each emitter panels is configured such that, in use, energy generated by each emitter panel passes through the sheet of micaceous material.",0.5057826329226054,0.9884347341547892,0,,Model response: No,0,
8808947,"1. A polymer compound represented by the following Formula (2): wherein, in Formula (2), R",0.5057991301165733,0.9884017397668534,1,,Model response: Yes,0,
9185860,"1. A hybrid maize variety X90C510 seed, wherein representative seed is produced by crossing a first plant of variety PHWPD with a second plant of variety PH1M52, and wherein representative seed of said varieties PHWPD and PH1M52 have been deposited under ATCC Accession Number PTA-11978 and PTA-122235, respectively.",0.4941967498903286,0.9883934997806572,0,,Model response: No,0,
9591574,"1. A method to configure wireless circuitry in a wireless communication device, the method comprising: by the wireless communication device:",0.4941524296292032,0.9883048592584064,1,,Model response: Yes,0,but is y02 due to power reduction
9063532,"1. A state machine engine comprising: a state machine lattice comprises a plurality of configurable elements; an instruction buffer configured to provide a first instruction associated with an operation of the state machine engine; and an instruction insertion register configured to provide a second instruction associated with the operation of the state machine engine, wherein the state machine engine is configured to remove the first instruction from the instruction buffer in response to an indication that the operation of the state machine engine should be interrupted, wherein the instruction insertion register is configured to provide the second instruction to the state machine lattice in response to an indication that the operation of the state machine may be resumed, wherein the indication that the operation of the state machine engine may be resumed comprises an indication that the state machine lattice is able to analyze data and wherein the second instruction comprises an initialization instruction to indicate that instructions from the instruction buffer are forthcoming.",0.4940407714831838,0.9880815429663676,1,,Model response: Yes,0,
9606790,"1. A server system for updating electronic modules installed in respective vehicle models in a vehicle fleet, comprising: a database of update files maintained in the server system for reflashing of respective electronic modules; a depletion database maintained in the server system storing data defining a respective current draw by the electronic modules involved in each respective reflashing and defining a respective reflash time associated with each respective update file when applied in each respective vehicle model; a telematics unit within each vehicle model communicating data wirelessly to and from each vehicle model; a controller in the server system coupled to the databases and configured to A) receive pedigree information from a particular one of the respective vehicles to the server system via the telematics unit, B) identify relevant update files and corresponding current draw and reflash time data for outdated modules in the particular vehicle in response to the pedigree information, C) send the relevant update files and corresponding data to the particular vehicle model, D) receive a report of an actual reflash time from the particular vehicle model after applying a respective update file via the telematics unit, E) receive a report of an actual current draw from the particular vehicle model via the telematics unit after applying the respective update file, and F) updating the current draw and reflash time data maintained on the server system in response to the reported actual reflash time and actual current draw.",0.505993372745416,0.988013254509168,1,,Model response: Yes,1,might relate to electric vehicles
9727967,"1. A system comprising: a processor configured to execute computer-readable instructions to,",0.4939402989066833,0.9878805978133666,1,,Model response: Yes,0,
8523977,"1. A method of desulfurizing a silicon killed steel comprising the steps of: forming a slag over a molten metal, drawing a vacuum to less than 5 torr over the combination of slag and molten metal, stirring the molten metal and slag, deoxidizing and desulfurizing the molten metal and slag to degas the steel reducing at least sulfur, nitrogen, oxygen, and hydrogen contents, and reducing activity of oxygen in the molten metal to less than 30 ppm, and forming a slag composition after degassing the steel comprising:",0.5061586859718651,0.9876826280562698,1,,Model response: Yes,1,recycling steel
8892824,"1. A method for performing various store-operate instructions in a parallel computing environment that includes a plurality of processors and at least one cache memory device, the method comprising: receiving, from a processor, a store-operate instruction that specifies a condition under which a cache coherence operation is to be invoked, said condition being a particular value that is in the received instruction from the processor, the received instruction specifying the particular value as zero; running the received store-operate instruction to obtain a result value; evaluating whether the result value of the running the received store-operate instruction is the particular value; invoking a cache coherence operation on a cache memory address associated with the received store-operate instruction if the result value is the particular value; and otherwise, not invoking the cache coherence operation on the cache memory device, wherein the parallel computing environment includes a network in which packets are communicated out-of-order among the processors and delivered out-of-order to a network adaptor, a counter that decrements a counter value upon receiving a packet, and the network adaptor that issues a StoreAddCoherenceOnZero instruction, at least one cache memory device in responding to the issued StoreAddCoherenceOnZero instruction to perform the cache coherence operation only when the counter value becomes zero and to avoid or omit performance of the cache coherence operation on an arrival of each packet.",0.4937195736145264,0.9874391472290528,1,,Model response: Yes,0,
8692683,"1. An electronic device comprising: an illuminable indicator to indicate information to a user of the electronic device by one or more of being illuminated and not being illuminated; a presence detector to detect presence of the user in proximity to the electronic device regardless of whether the user is moving or is stationary, where absence of the user is to be inferred upon the presence detector not detecting the presence of the user; a controller to enable the illuminable indicator based at least on the presence of the user as detected by the presence detector and to disable the illuminable indictor based at least on the absence of the user, wherein enablement of the illuminable indicator does not mean that the illuminable indicator is necessarily illuminated, and wherein disablement of the illuminable indicator means that the illuminable indicator is never illuminated while disabled, regardless of whether the information should otherwise result in the illuminable indicator being illuminated.",0.4937190105569127,0.9874380211138254,1,,Model response: Yes,0,but is y02
9388725,"1. A reducing agent tank, comprising: a container main body which has an opening formed in an upper face and stores a reducing agent; a heat exchanger which performs heat exchange with said reducing agent; and a top cover which covers said opening and supports said heat exchanger, said heat exchanger including a first pipeline which guides a heat exchange medium into said container main body, a second pipeline which allows a heat exchange medium to flow out from said container main body, and a turning portion, said first pipeline and said second pipeline communicating with each other through said turning portion, each of said first pipeline and said second pipeline having a suspended portion which extends from said top cover toward a bottom face of said container main body, an extension portion which extends from a lower end of said suspended portion along said bottom face toward a side face of said container main body, and a rising portion which extends from a leading end of said extension portion along said side face toward said upper face of said container main body, a length of each said extension portion along said bottom face being larger than a maximum inside length passing through a center of said opening, said rising portion of said first pipeline, said rising portion of said second pipeline, and said turning portion forming a leading end bent portion of said heat exchanger, a rising length of said leading end bent portion along said side face being smaller than a minimum inside length passing through a center of said opening.",0.5063523947120481,0.987295210575904,1,,Model response: Yes,0,
9297394,1. A transportation vessel comprising: at least one metal product having a surface comprising:,0.5063928383604198,0.9872143232791604,1,,Model response: Yes,0,
9434812,"1. A polymer comprising repeating units of formula (I) shown below: wherein A is a group of formula IVa, IVc, IVe, IVg, IVh, IVi, IVj, or IVk shown below wherein R D is",0.506499597705988,0.987000804588024,1,,Model response: Yes,0,
9070849,"1. A method comprising: first attaching a plurality of side-emitting light emitting diodes to a first plate; second attaching said plurality of side-emitting light emitting diodes to a second plate; creating a pattern of reflective surfaces between said first and second plates; and removing a substrate connected to the first plate attached to said plurality of side-emitting light emitting diodes; wherein said reflective surfaces are configured to reflect light from said plurality of side-emitting light emitting diodes through at least one of said plates, and wherein said first and second attaching and said creating form a light emitting diode apparatus.",0.5065373506100179,0.9869252987799642,1,,Model response: Yes,0,
8810841,"1. A print data processing system comprising: a plurality of main interpretation devices that interpret print data described in a page description language and generate print image data to be supplied to a printer; auxiliary interpretation devices that interpret the print data, generate print image data to be supplied to the printer, and are not powered on when the plurality of main interpretation devices are powered on; and an allocation device that divides the print data in prescribed units and allocates interpretation processing of divided print data of the respective units to the plurality of main interpretation devices, wherein the allocation device includes a load evaluation unit that evaluates the loads of the plurality of main interpretation devices, and a power-on unit that, when the loads of the plurality of main interpretation devices evaluated by the load evaluation unit exceed a prescribed on threshold value, and an amount of a portion of the print data not allocated to the plurality of main interpretation devices exceeds a prescribed first residual amount threshold value, the power-on unit powers on the auxiliary interpretation devices, and processing of divided print data of the respective units is allocated to the auxiliary interpretation devices after power-on, wherein the first residual amount threshold value is a value on the basis of a number of pages processed by the main interpretation devices for a necessary time required until the auxiliary interpretation devices are available to process the print data after having been powered on.",0.4934375149258886,0.9868750298517772,1,,Model response: Yes,0,nothing is green when it comes to printers..
8976405,"1. A printing apparatus comprising: a storage unit; a driving unit for driving the storage unit; a first determination unit configured to, in a case where first data that is not print data is received, determine whether or not access to the storage unit is required with reception of the first data; a control unit configured to cause the printing apparatus to execute transition from a sleep state to a first operation state in a case where the first determination unit determined that the access to the storage unit is required with reception of the first data, wherein power consumption of the first operation state is lower than power consumption of a normal operation state and the storage unit is turned on in the first operation state, and wherein power consumption of the sleep state is lower than power consumption of the first operation state; a reception unit configured to receive second data which requires access to the storage unit; a history information management unit configured to manage a first history information relating to time of reception of the first data and a second history information relating to time of reception of the second data; and an estimation unit configured to calculate an estimation time which is a period of time until a next reception of data that requires access to the storage unit, based on a difference between the first history information and the second history information, wherein the control unit causes the printing apparatus to execute transition from the first operation state to a second operation state in a case where the estimation time exceeds a threshold of a period of time decided based on an amount of power consumption for driving the driving unit, wherein power consumption of the second operation state is lower than that in the normal operation and the storage device is turned off in the second operation state, wherein the control unit causes the printing apparatus to maintain in the first operation state in a case where the estimation time does not exceed the threshold.",0.4934336308145505,0.986867261629101,1,,Model response: Yes,0,
8709793,"1. A bioreactor device, comprising: at least one millifluidic bioreactor chamber for containing a sample greater than about 10 μL in volume, in local medium volume of less than approximately 1 mL, the bioreactor chamber configured to deliver a plurality of types of mechanical and electrical stimulation to a sample contained in the bioreactor chamber; plates on opposing sides of the bioreactor chamber for containing the sample there between; the bioreactor chamber including at least one inlet flow channel and at least one outlet flow channel, the inlet and outlet flow channels configured for periodic and/or continuous perfusion of the medium through the bioreactor chamber; an optical port for obtaining measurements of the sample contained in the bioreactor chamber; and a fluid circuit in connection with the bioreactor chamber for controlling perfusion of the medium to the bioreactor chamber, wherein the fluid circuit includes a reservoir having at least one septum that divides the reservoir into multiple compartments and regulates fluid flow and fluid mixing between the multiple compartments.",0.5065890194731397,0.9868219610537206,1,,Model response: Yes,0,sounds like scifi
9627014,1. A system comprising: a shared memory unit; and an arbiter configured to,0.5066513900935675,0.986697219812865,1,,Model response: Yes,0,
9181573,"1. A method for the production of a polypeptide of interest by a eukaryotic host cell, which method comprises modifying a value of a set of relevant protein features in an amino acid backbone of the polypeptide to fall within an optimal range or to become closer to an optimal value for one or more protein features in the eukaryotic host, wherein said protein features are properties that can be calculated from the protein amino acid sequence and DNA sequence, the method comprising the steps of: (i) providing a sequence for the polypeptide of interest, (ii) determining an optimal range and an optimal value for one or more protein features in the eukaryotic host, (iii) determining a set of relevant protein features in the eukaryotic host, which features will improve secretion of the polypeptide by the eukaryotic host if one or more of said relevant features is modified in the amino acid backbone of the polypeptide of interest, and (iv) modifying the sequence for the polypeptide of interest such that the value of the relevant protein features falls within the optimal range or closer to the optimal value as determined in (i), and (v) producing the modified polypeptide by the eukaryotic host cell, wherein said method improves the secretion of said polypeptide of interest, wherein the specificity and/or specific activity of the polypeptide after said modifying substantially remains the same as before improvement of the secretion, wherein (i) and (ii) may be performed in any order, wherein the relevant set of protein features is determined by:",0.5067392484426336,0.9865215031147327,1,,Model response: Yes,0,
